rating,title,year
6.9,...And Justice for All.,1979
7.7,Animal House,1978
7,She's Gotta Have It,1986
5.7,School Daze,1988
8.8,Do the Right Thing,1989
6,Mo' Better Blues,1990
6.7,Jungle Fever,1991
6.8,Coogan's Bluff,1968
6,Resurrecting the Champ,2007
7.6,Creature Comforts,1989
6,Death Wish,1974
6,Death Wish,1974
2.2,Death Wish 3,1985
3.8,Death Wish 4: The Crackdown,1987
8.7,Double Indemnity,1944
4.5,Dying Young,1991
2.2,Cool as Ice,1991
4.9,Teenage Mutant Ninja Turtles,1990
4.6,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
3.8,Teenage Mutant Ninja Turtles III,1993
4.8,Red Dawn,1984
3.5,Band of the Hand,1986
0,Born American,1986
4.3,Bloodsport,1988
5.2,Eyes of Laura Mars,1978
6.5,Funny Bones,1995
7.4,The Good Earth,1937
7.3,"Good Morning, Vietnam",1987
5.5,The Good Mother,1988
5.9,Grumpy Old Men,1993
6,Guess Who's Coming to Dinner,1967
4.9,Romeo Must Die,2000
3.8,Here on Earth,2000
3.5,Whatever It Takes,2000
6.2,Buddy Boy,1999
7.6,Rang-e khoda,1999
5.9,Waking the Dead,2000
7,Blood and Sand,1922
5.9,Gothic,1986
6.4,Lord of the Flies,1990
8.9,Modern Times,1936
7.3,Last Resort,2000
0,Solar Crisis,1990
5.7,That's Life!,1986
5.4,Heart and Souls,1993
7.2,Hud,1963
8.6,The Hustler,1961
7.8,Inherit the Wind,1960
7.5,Dersu Uzala,1975
8.6,Close Encounters of the Third Kind,1977
0,The City of the Dead,1960
0,Jonas qui aura 25 ans en l'an 2000,1976
4.4,Retroactive,1997
6.8,A Place in the Sun,1951
6.6,Jacob's Ladder,1990
4.3,Empire Records,1995
6.8,La Bamba,1987
5.5,Ladyhawke,1985
6.2,Lucas,1986
7.6,High Fidelity,2000
5.5,The Road to El Dorado,2000
3.1,The Skulls,2000
0,Macchie solari,1975
0,Devil Girl from Mars,1954
5.5,The Road to El Dorado,2000
4.3,Hook,1991
6,Horror Express,1972
0,My Chauffeur,1986
6.8,The Son of the Sheik,1926
7.6,True Grit,1969
6.7,Roadside Prophets,1992
6.2,Madame Sousatzka,1988
6,Max Dugan Returns,1983
7.7,Midnight Express,1978
7.3,Misery,1990
0,Mr. Saturday Night,1992
6.6,Murphy's Romance,1985
0,My Life Without Me,2003
8.3,Solyaris,1972
8.1,Network,1976
7.1,No Way Out,1987
6.6,North Dallas Forty,1979
8.2,The Odd Couple,1968
8,The Outlaw Josey Wales,1976
4.3,Black and White,1999
6.5,Frequency,2000
4,Ready to Rumble,2000
6.1,Return to Me,2000
5,Rules of Engagement,2000
6.6,Joe Gould's Secret,2000
5.4,"Me, Myself & Irene",2000
5.8,Bell Book and Candle,1958
4.8,The End of Violence,1997
6.1,Force 10 from Navarone,1978
0,How to Stuff a Wild Bikini,1965
7.2,Mystery Train,1989
5.9,Sacco e Vanzetti,1971
0,Taffin,1988
4.9,King Arthur,2004
5.4,Bachelor Party,1984
7.2,Parenthood,1989
6.8,Predator,1987
6.4,The Prince of Tides,1991
6.3,The Postman Always Rings Twice,1981
7.2,All the Vermeers in New York,1990
7.5,Yukinojô henge,1963
7.3,28 Days Later...,2002
6.3,American Psycho,2000
6.2,Keeping the Faith,2000
5.3,Where the Money Is,2000
7.2,East Is East,1999
7.8,The Filth and the Fury,2000
3.9,Passion of Mind,2000
4.6,Third World Cop,1999
0,Coming Apart,1969
8.2,Diner,1982
4.4,Shakes the Clown,1991
8.3,Cabaret,1972
7.6,What Ever Happened to Baby Jane?,1962
7.6,Prick Up Your Ears,1987
8,Auntie Mame,1958
6.9,Guys and Dolls,1955
7.7,Hunger,2008
7.2,Marathon Man,1976
6.5,Caddyshack,1980
4.4,Gossip,2000
6.7,Love & Basketball,2000
6.2,U-571,2000
7,The Virgin Suicides,1999
5.2,Jennifer Eight,1992
7.7,Limelight,1952
0,Ai no borei,1978
5.4,Committed,2000
4.6,The Crow: Salvation,2000
4,The Flintstones in Viva Rock Vegas,2000
4.6,Where the Heart Is,2000
6.4,The Big Kahuna,1999
6.6,Bossa Nova,2000
5.8,Goat on Fire and Smiling Fish,1999
5.5,The Last September,1999
6.3,Timecode,2000
3.2,Carnosaur,1993
0,Carnosaur 2,1995
0,Carnosaur 3: Primal Species,1996
5.9,Defying Gravity,1997
7.8,Caché,2005
3.2,Two Moon Junction,1988
7,Gladiator,2000
5.3,Up at the Villa,2000
6.1,Human Traffic,1999
0,1-2-3-4 ou Les Collants noirs,1960
8.6,À bout de souffle,1960
0,The Great Locomotive Chase,1956
6.4,The Idolmaker,1980
6,From Dusk Till Dawn,1996
6.4,The King of Marvin Gardens,1972
0,"Die Nibelungen, Teil 1 - Siegfried",1966
5.6,The Lord's of Flatbush,1974
5.9,Mr. Mom,1983
0,Les maîtres du temps,1982
2.3,Battlefield Earth: A Saga of the Year 3000,2000
5,Center Stage,2000
3.3,Held Up,1999
3.5,Screwed,2000
3.2,Whipped,2000
8.2,Hamlet,1996
7.2,Anchors Aweigh,1945
4.3,Blue Hawaii,1961
0,The Castaway Cowboy,1974
4.7,G.I. Blues,1960
0,The Gay Deceivers,1969
6.4,Gypsy,1962
6.7,King Creole,1958
8,On the Town,1949
0,One Little Indian,1973
7.4,Pee-wee's Big Adventure,1985
7.7,Regret to Inform,1998
5.7,Roustabout,1964
0,The Slipper and the Rose: The Story of Cinderella,1976
6.9,Things Change,1988
6,Honeymoon in Vegas,1992
6.2,Dinosaur,2000
4.2,Loser,2000
5.9,Road Trip,2000
6.4,Small Time Crooks,2000
0,The Hollywood Knights,1980
6,The Myth of Fingerprints,1997
0,Possession,2009
6.5,The Twelve Chairs,1970
5.8,Mission: Impossible,1996
6.6,Shanghai Noon,2000
6.4,Better Living Through Circuitry,1999
4.9,8 ½ Women,1999
7.2,Carnival of Souls,1962
5.9,Flying Tigers,1942
8.8,The Gold Rush,1925
0,It's in the Water,1997
8,Monsieur Verdoux,1947
6.6,On Her Majesty's Secret Service,1969
7.8,Seven Days in May,1964
6.7,The Spy Who Loved Me,1977
5.7,Ceux qui m'aiment prendront le train,1998
8.6,Sans toit ni loi,1985
5.7,Moonraker,1979
5.1,The Man with the Golden Gun,1974
6,King of New York,1990
0,A Woman of Paris: A Drama of Fate,1923
0,In Old California,1942
6.8,The Fighting Seabees,1944
0,Dark Command,1940
8.6,Cléo de 5 à 7,1962
4.4,Big Momma's House,2000
0,The Abominable Snowman,1957
6.4,American Gigolo,1980
0,Angustia,1987
7.2,La novia ensangrentada,1972
4.9,Paura nella città dei morti viventi,1980
7.2,The Endless Summer,1966
8,The Guns of Navarone,1961
0,La grande bouffe,1973
0,Lured,1947
7.2,Quatermass and the Pit,1967
6.3,Quatermass 2,1957
3.4,Puppetmaster,1989
4.4,Puppet Master II,1991
0,Puppet Master III: Toulon's Revenge,1991
3.6,Puppet Master 4,1993
0,Puppet Master 5: The Final Chapter,1994
0,Curse of the Puppet Master,1998
0,Retro Puppet Master,1999
3.8,Rent-a-Cop,1987
0,Romeo + Juliet,1996
4.8,Stay Tuned,1992
5.9,Story of G.I. Joe,1945
8.1,Blazing Saddles,1974
5.6,Benji the Hunted,1987
5.6,Benji the Hunted,1987
0,For the Love of Benji,1977
6.4,White Christmas,1954
7.9,Eraserhead,1976
6.8,The Boys of Baraka,2005
6.9,The Man with the Golden Arm,1955
7.6,The Decline of Western Civilization Part III,1998
6.4,The Decline of Western Civilization Part II: The Metal Years,1988
7.8,Per qualche dollaro in più,1965
6.6,Magnum Force,1973
8.1,Blood Simple.,1984
7.4,The Fabulous Baker Boys,1989
7,Prizzi's Honor,1985
5.3,Flatliners,1990
0,Gandahar,1988
4.5,Porky's,1982
3.6,Porky's II: The Next Day,1983
3.7,Porky's Revenge,1985
0,Private School,1983
4.2,Class of Nuke 'Em High,1986
5.4,The Toxic Avenger,1984
2.7,The Toxic Avenger Part II,1989
0,The Toxic Avenger Part III: The Last Temptation of Toxie,1989
6.7,Night of the Creeps,1986
6.8,Predator,1987
5.5,The Running Man,1987
6.5,Starman,1984
7.1,The Brother from Another Planet,1984
7.7,Mad Max,1979
8.3,Mad Max 2,1981
6.3,Mad Max Beyond Thunderdome,1985
4.4,Bird on a Wire,1990
7.1,Angel Heart,1987
5.5,Nine 1/2 Weeks,1986
5,Firestarter,1984
4.2,Sleepwalking,2008
3.2,Action Jackson,1988
5.1,Sarafina!,1992
6,Soapdish,1991
6.7,The Long Walk Home,1990
5.2,Clara's Heart,1988
4,Burglar,1987
3.5,Fatal Beauty,1987
4.4,Gone in Sixty Seconds,2000
6,American Pimp,1999
5.6,Love's Labour's Lost,2000
0,Sunshine,2007
4.2,Trixie,2000
5.8,The Last American Virgin,1982
8.2,Hamlet,1996
7.4,Coming Home,1978
5.6,American Pop,1981
5.9,Assault on Precinct 13,2005
7.4,Near Dark,1987
8.5,One False Move,1992
7.4,Shaft,1971
8.6,The Conversation,1974
7.3,Cutter's Way,1981
4.2,Balls of Fury,2007
7.3,The Paper Chase,1973
7.3,Prince of the City,1981
8,Serpico,1973
7.9,Ace in the Hole,1951
8.4,Lonely Are the Brave,1962
7.2,The Sugarland Express,1974
8.4,Trouble in Paradise,1932
0,Big Trouble in Little China,1986
8.7,Badlands,1973
9,Bronenosets Potyomkin,1925
3.8,Boys and Girls,2000
7.4,Shaft,1971
5.7,Titan A.E.,2000
7.3,La lengua de las mariposas,1999
7.3,Jesus' Son,1999
7.2,Match Point,2005
7,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust",1999
8,Chicken Run,2000
5.4,"Me, Myself & Irene",2000
6.1,The Patriot,2000
4.8,The Adventures of Rocky & Bullwinkle,2000
0,The Perfect Storm,2000
5.3,The Golden Bowl,2000
0,Asylum,2008
0,Communion,1976
5.9,Fun & Fancy Free,1947
6.6,The Kentucky Fried Movie,1977
5.4,Bound by Honor,1993
4.6,F/X2,1991
4.6,F/X2,1991
0,The Hot Spot,1990
0,Missing in Action 2: The Beginning,1985
0,Missing in Action 2: The Beginning,1985
0,Braddock: Missing in Action III,1988
6.6,Thunderbolt and Lightfoot,1974
6.4,Dreamscape,1984
5.4,The Golden Voyage of Sinbad,1974
0,Il rosso segno della follia,1970
6.8,House Party,1990
4.4,House Party 2,1991
6.3,Make Mine Music,1946
7.3,Melody Time,1948
4.7,Nekromantik,1987
0,Project Moon Base,1953
0,Rocketship X-M,1950
4.9,Shaft in Africa,1973
5.6,Shaft's Big Score!,1972
7.7,Croupier,1998
6.9,The Karate Kid,1984
5.5,Scary Movie,2000
4.7,But I'm a Cheerleader,1999
7.3,Xizao,1999
8,Blowup,1966
8.4,The Pawnbroker,1964
6.1,Groove,2000
5.6,Footloose,1984
6.5,Duel in the Sun,1946
7,X-Men,2000
7,Chuck & Buck,2000
6.7,The Five Senses,1999
5.3,The Wisdom of Crocodiles,1998
2.7,The In Crowd,2000
5.5,What Lies Beneath,2000
3.8,Pokémon: The Movie 2000,2000
6.1,Les amants criminels,1999
8.5,Anatomy of a Murder,1959
4.1,Freejack,1992
4,Greaser's Palace,1972
8.9,Some Like It Hot,1959
0,Knight Rider,2008
5.4,Mackenna's Gold,1969
6,Sinbad and the Eye of the Tiger,1977
8.6,La ciociara,1960
6.4,What About Bob?,1991
5,White Sands,1992
8.4,'Breaker' Morant,1980
7.3,Every Thing You Always Wanted to Know About Sex * But Were Afraid to Ask,1972
6.5,Interiors,1978
8,Love and Death,1975
8.3,La historia oficial,1985
0,Søndagsengler,1996
0,Pot o' Gold,1941
8.3,Tampopo,1985
3.9,Thomas and the Magic Railroad,2000
4.4,Nutty Professor II: The Klumps,2000
7.4,La fille sur le pont,1999
5,Wonderland,2003
4.1,Autumn in New York,2000
3.9,Coyote Ugly,2000
4.4,Hollow Man,2000
6.8,Space Cowboys,2000
5.2,Mad About Mambo,2000
5.5,Psycho Beach Party,2000
6,Saving Grace,2000
6.7,I tre volti della paura,1963
4.2,The Brain That Wouldn't Die,1962
6.5,Bronco Billy,1980
7,Kelly's Heroes,1970
3.9,Phantasm II,1988
4.5,Phantasm III: Lord of the Dead,1994
3.5,Phantasm IV: Oblivion,1998
5.3,Pumpkinhead,1988
3.4,Air America,1990
6.2,Sleepaway Camp,1983
5.8,Steel Magnolias,1989
6.2,Et Dieu... créa la femme,1956
5.2,Easy Money,1983
3.9,Ilsa: She Wolf of the SS,1975
4.1,Silent Fall,1994
8,The Spiral Staircase,1945
0,What Ever Happened to Aunt Alice?,1969
6.7,I'm the One That I Want,2000
6.8,The Tao of Steve,2000
6.6,The Tic Code,1999
7.2,Aimée & Jaguar,1999
7.4,Une liaison pornographique,1999
2.9,Bless the Child,2000
5.6,Cecil B. DeMented,2000
7,The Eyes of Tammy Faye,2000
5.7,The Opportunists,2000
4.9,The Replacements,2000
6,About Adam,2000
5.3,The Cell,2000
0,Gojira ni-sen mireniamu,1999
6.9,The Original Kings of Comedy,2000
9.2,Sunset Blvd.,1950
4.2,All the Rage,1999
7.2,The Naked Gun: From the Files of Police Squad!,1988
5.8,The Naked Gun 2½: The Smell of Fear,1991
7.2,Our Town,1940
8.3,Shane,1953
7.7,"Suddenly, Last Summer",1959
7.4,Cat Ballou,1965
0,Un divan à New York,1996
7.3,The Devil Rides Out,1968
2.8,Tom and Jerry: The Movie,1992
3.3,Supergirl,1984
0,X: The Unknown,1956
3.9,The Art of War,2000
7.4,The Ballad of Ramblin' Jack,2000
0,Bittersweet Motel,2000
6,Bring It On,2000
5.3,Catfish in Black Bean Sauce,1999
8.1,Star Trek,2009
5.5,Steal This Movie,2000
5.4,Went to Coney Island on a Mission from God... Be Back by Five,1998
0,Skipped Parts,2000
3.3,Highlander: Endgame,2000
0,Center Stage: Turn It Up,2008
7.2,Nurse Betty,2000
7.3,Solas,1999
3.4,The Watcher,2000
5.4,The Way of the Gun,2000
7.8,Almost Famous,2000
4.2,Bait,2000
8.4,The Circus,1928
3.6,Crime and Punishment in Suburbia,2000
3.9,Duets,2000
6,Goya en Burdeos,1999
6.8,Urbania,2000
5.1,The Specials,2000
5.3,Under Suspicion,2000
4.4,Prince of Central Park,2000
3,Urban Legends: Final Cut,2000
4.8,Woman on Top,2000
6.7,Dancer in the Dark,2000
7.5,Best in Show,2000
7.1,A Beautiful Mind,2001
6.4,Barenaked in America,1999
6,The Broken Hearts Club: A Romantic Comedy,2000
6.3,Remember the Titans,2000
5.9,Hellraiser,1987
5.1,Hellbound: Hellraiser II,1988
3.8,Hellraiser III: Hell on Earth,1992
0,"In weiter Ferne, so nah!",1993
5.5,Psycho Beach Party,2000
0,Bikini Beach,1964
4.8,Return of the Fly,1959
4.5,Pajama Party,1964
7.6,Stranger Than Paradise,1984
6.2,Voyage to the Bottom of the Sea,1961
7,Fantastic Voyage,1966
7.1,Bud Abbott Lou Costello Meet Frankenstein,1948
8.6,The Bank Dick,1940
7,Creature from the Black Lagoon,1954
2.9,The Giant Gila Monster,1959
8.4,The Invisible Man,1933
4.7,The Killer Shrews,1959
5,Kronos,1957
5,The Phantom of the Opera,2004
6.6,Runaway Jury,2003
4,The Slumber Party Massacre,1982
0,Slumber Party Massacre II,1987
0,Slumber Party Massacre III,1990
0,Sorority House Massacre,1986
0,Sorority House Massacre II,1990
5.4,Bamboozled,2000
4.9,Bootmen,2000
0,Digimon: Digital Monsters,1999
3.6,Get Carter,2000
3.6,Get Carter,2000
6.9,Meet the Parents,2000
7.4,Requiem for a Dream,2000
7,Tigerland,2000
7.6,Two Family House,2000
6.7,The Contender,2000
5.7,Dr T and the Women,2000
5.3,Just Looking,1999
3.2,The Ladies Man,2000
3,Lost Souls,2000
5.4,Billy Jack,1971
2.7,Billy Jack Goes to Washington,1977
4.8,The Time Machine,2002
3.4,Thir13en Ghosts,2001
3,Ghoulies,1985
1.8,Ghoulies II,1988
5.1,The Unsinkable Molly Brown,1964
7,The Adventures of Ichabod and Mr. Toad,1949
7.4,The Strange Love of Martha Ivers,1946
8.2,Detour,1945
7.2,Billy Elliot,2000
5.4,Bedazzled,2000
5,Pay It Forward,2000
6.2,E tu vivrai nel terrore - L'aldilà,1981
0,The Private Eyes,1980
7,Jui kuen II,1994
3.4,Book of Shadows: Blair Witch 2,2000
5.5,The Little Vampire,2000
0,Lucky Number Slevin,2006
4.9,Stardom,2000
5,Charlie's Angels: Full Throttle,2003
5.2,The Legend of Bagger Vance,2000
3.9,Little Nicky,2000
5.3,Men of Honor,2000
3.7,Red Planet,2000
5.5,What's Cooking?,2000
8,You Can Count on Me,2000
6.4,Diamonds Are Forever,1971
6.5,The Eagle Has Landed,1976
5.2,The 6th Day,2000
5.5,Bounce,2000
5.6,How the Grinch Stole Christmas,2000
8,One Day in September,1999
6.3,Rugrats in Paris: The Movie - Rugrats II,2000
4.4,102 Dalmatians,2000
5.6,Malèna,2000
6.6,Quills,2000
6.2,Unbreakable,2000
5.4,Boys Life 3,2000
8.6,Wo hu cang long,2000
3.1,Dungeons & Dragons,2000
5.3,Proof of Life,2000
5.2,Vertical Limit,2000
6.2,The Bounty,1984
5.4,Code of Silence,1985
7.8,"Planes, Trains & Automobiles",1987
5.4,She's Having a Baby,1988
6.1,The Living Daylights,1987
0,Transformers,2007
6.8,Wall Street,1987
7.3,Born on the Fourth of July,1989
6.7,Talk Radio,1988
4.7,Brewster's Millions,1985
6.4,Snatch.,2000
5.4,Punchline,1988
3,Mr. Accident,2000
6,Chocolat,2000
3.6,"Dude, Where's My Car?",2000
7,The Emperor's New Groove,2000
7.4,Who the #$&% Is Jackson Pollock?,2006
5.6,What Women Want,2000
6.5,Finding Forrester,2000
5.9,The Gift,2000
6.9,Before Night Falls,2000
7.4,Cast Away,2000
5.4,The Family Man,2000
6.9,The House of Mirth,2000
5.1,Miss Congeniality,2000
7.1,"O Brother, Where Art Thou?",2000
6.3,Songcatcher,2000
7.3,State and Main,2000
0,Dracula 2000,2000
4.9,All the Pretty Horses,2000
5.2,An Everlasting Piece,2000
7.1,Thirteen Days,2000
8,Traffic,2000
5.8,The Claim,2000
7,Shadow of the Vampire,2000
8.2,House of Games,1987
0,Kill Me Again,1989
4.9,Annie,1982
0,Don't Tell Mom the Babysitter's Dead,1991
7.4,An Officer and a Gentleman,1982
0,The Alamo,2004
7.1,At Close Range,1986
0,Breaker! Breaker!,1977
6.3,Breakheart Pass,1975
7.7,Friendly Persuasion,1956
7.1,Gettysburg,1993
6.5,Imaginary Crimes,1994
6,Rancho Deluxe,1975
0,The St. Francisville Experiment,2000
0,Ein Toter hing im Netz,1960
4.1,Antitrust,2001
3.4,Double Take,2001
0,Save the Last Dance,2001
6.9,Panic Room,2002
6.8,The Pledge,2001
0,Kids World,2001
4.2,The Amati Girls,2000
5.7,Love Field,1992
6.2,Man on the Moon,1999
0,Mystic Pizza,1988
5.8,Prelude to a Kiss,1992
6.7,Coffy,1973
5.5,Foxy Brown,1974
5.7,I'm Gonna Git You Sucka,1988
5.6,Untamed Heart,1993
0,The Wedding Planner,2001
5,Amy,1997
4.1,The Invisible Circus,1999
7.4,Die Stille nach dem Schuß,2000
5.9,Two Ninas,1999
7.5,Harry un ami qui vous veut du bien,2000
4.4,Amazing Grace and Chuck,1987
5.5,Amazon Women on the Moon,1987
6.4,Baby Boom,1987
5.8,Back to the Beach,1987
6.6,Barfly,1987
5.9,Best Seller,1987
4.8,Beverly Hills Cop II,1987
7.1,Beverly Hills Cop,1984
7.5,The Big Easy,1986
4.7,Da wan,2001
5.5,The Big Town,1987
4.9,Born in East L.A.,1987
7.1,The Brave Little Toaster,1987
4.8,Can't Buy Me Love,1987
2.7,Cherry 2000,1987
4.6,Paul Blart: Mall Cop,2009
0,Critical Condition,1987
6.4,Cry Freedom,1987
0,Cursed,2005
0,Killer Movie,2008
6.7,Dawn of the Dead,2004
0,Death Before Dishonor,1987
0,Disorderlies,1987
0,Dogs in Space,1986
6.4,Eddie Murphy Raw,1987
6.8,Empire of the Sun,1987
5.4,Ernest Goes to Camp,1987
8.1,The Evil Dead,1981
6.4,Extreme Prejudice,1987
0,Family Viewing,1987
6.1,Five Corners,1987
3.4,Flowers in the Attic,1987
5.7,The Fourth Protocol,1987
4.7,Gardens of Stone,1987
0,Giulia e Giulia,1987
6,The Glass Menagerie,1987
0,"Good Morning, Babylon",1987
4.7,Hiding Out,1987
6.5,Hollywood Shuffle,1987
8.4,Hope and Glory,1987
0,Hot Pursuit,1987
7.6,Housekeeping,1987
0,Hunk,1987
6.6,Innerspace,1987
7.4,Ironweed,1987
3.4,Ishtar,1987
2,Jaws: The Revenge,1987
0,Leonard Part 6,1987
5.2,Less Than Zero,1987
0,Like Father Like Son,1987
6.3,The Lost Boys,1987
4.4,Made in Heaven,1987
4.6,Maid to Order,1987
4.8,Making Mr. Right,1987
3.1,Masters of the Universe,1987
5.5,The Monster Squad,1987
0,A Month in the Country,1987
0,Morgan Stewart's Coming Home,1987
0,My Demon Lover,1987
7.8,No Man's Land,2001
0,North Shore,1987
3.3,Head Over Heels,2001
3.1,Left Behind,2000
3.1,Valentine,2001
7.6,Fa yeung nin wa,2000
5.9,Cabin Fever,2002
4.2,The Million Dollar Hotel,2000
6.6,Krámpack,2000
5.1,Hannibal,2001
3.3,Saving Silverman,2001
6,Signs & Wonders,2000
7.9,Le goût des autres,2000
4.6,Vatel,2000
3.9,Down to Earth,2001
5.9,Recess: School's Out,2001
3.5,Sweet November,2001
3.3,Company Man,2000
5.4,The Price of Milk,2000
3.9,Monkeybone,2001
3.5,3000 Miles to Graceland,2001
7.2,La veuve de Saint-Pierre,2000
5.5,The Mexican,2001
3.7,See Spot Run,2001
4.1,Carman: The Champion,2001
5.1,The Caveman's Valentine,2001
6.4,Eu Tu Eles,2000
6.5,Series 7: The Contenders,2001
5.1,Get Over It,2001
4,Blow Dry,2001
4.5,Hit and Runway,1999
7.5,Long Night's Journey Into Day,2000
5.7,When Brendan Met Trudy,2000
5.6,The Mists of Avalon,2001
7.2,Madadayo,1993
5.7,The Mirror Crack'd,1980
7.9,Of Mice and Men,1992
8.6,Pixote: A Lei do Mais Fraco,1981
4,Reform School Girls,1986
5.6,Tapeheads,1988
4,Tuff Turf,1985
7.7,The Unbelievable Truth,1989
6.5,The Bishop's Wife,1947
6.6,Elvis: That's the Way It Is,1970
7.4,The Fortune Cookie,1966
7.8,Lilies of the Field,1963
6,Hans Christian Andersen,1952
4.7,The Greatest Story Ever Told,1965
7.8,Elmer Gantry,1960
5.5,Alfie,2004
0,Demetrius and the Gladiators,1954
5.2,The Fantasticks,1995
8.8,'I Know Where I'm Going!',1945
6.8,The Abominable Dr. Phibes,1971
5.6,"Die, Monster, Die!",1965
6.2,Dan in Real Life,2007
4.1,Battle Beyond the Stars,1980
0,Death Warrant,1990
3.5,Double Impact,1991
5.4,Pirates of the Caribbean: At World's End,2007
7.7,Hot Fuzz,2007
3.6,Harley Davidson and the Marlboro Man,1991
3.9,Losin' It,1983
6.2,Mermaids,1990
6.4,The Mighty Quinn,1989
3.8,Navy Seals,1990
0,Unmade Beds,1976
7.7,Manhunter,1986
7.7,Reversal of Fortune,1990
6,Death on the Nile,1978
2.5,DeepStar Six,1989
3.6,Revenge of the Nerds II: Nerds in Paradise,1987
7.7,Longtime Companion,1989
8.4,4 Little Girls,1997
0,The River's Edge,1957
4.5,Girls Just Want to Have Fun,1985
4.8,The Longest Yard,2005
4.6,Necessary Roughness,1991
3.7,C.H.U.D.,1984
5.6,Enemy at the Gates,2001
4.4,Exit Wounds,2001
7.4,The Dish,2000
8.1,Memento,2000
0,Band of Brothers,2001
5.3,Heartbreakers,2001
3.1,Say It Isn't So,2001
6.1,Too Much Sleep,1997
4.8,Someone Like You...,2001
6.6,Spy Kids 2: Island of Lost Dreams,2002
6.8,The Tailor of Panama,2001
7.8,Amores perros,2000
6.6,Keep the River on Your Right: A Modern Cannibal Tale,2000
7.7,Les glaneurs et la glaneuse,2000
5.8,Blow,2001
4.7,Just Visiting,2001
4,Pokémon 3: The Movie,2001
4.8,Beautiful Creatures,2000
6.2,Brigham City,2001
7.3,Roozi ke zan shodam,2000
6.2,Shadow Magic,2000
6.8,Bridget Jones's Diary,2001
3,Joe Dirt,2001
5.2,Josie and the Pussycats,2001
4.3,Kingdom Come,2001
5.8,Body of Lies,2008
6.4,Chopper,2000
7.8,Dayereh,2000
6.6,Lakeboat,2000
3.6,Crocodile Dundee in Los Angeles,2001
2.7,Freddy Got Fingered,2001
4.8,The Center of the World,2001
6.8,Sweet and Lowdown,1999
5.9,The Luzhin Defence,2000
4.2,Jonas Brothers: The 3D Concert Experience,2009
7.2,Lilies - Les feluettes,1996
7.5,Scarface,1983
9,Days of Wine and Roses,1962
3.6,Driven,2001
3.3,The Forsaken,2001
4.7,One Night at McCool's,2001
3.5,Town & Country,2001
8.4,Ratatouille,2007
5.2,The Mummy Returns,2001
7.2,Eureka,2000
6.8,Tuvalu,1999
7.5,Sous le sable,2000
5.4,Cleopatra,1963
0,Krull,1983
7.9,Lost in America,1985
5.6,The Lost World: Jurassic Park,1997
7.8,Triumph des Willens,1935
7,True Believer,1989
6.3,The World According to Garp,1982
5.8,Candy,2006
7,Fellini - Satyricon,1969
6.5,Roma,1972
6.8,Frankie and Johnny,1991
6.8,Frankie and Johnny,1991
5.7,A Home of Our Own,1993
5.8,Paris - When It Sizzles,1964
6.6,Pola X,1999
7.1,La città delle donne,1980
7.5,Boy A,2007
6.9,Nine to Five,1980
7.5,Norma Rae,1979
4.4,Summer Rental,1985
6.8,"The 5,000 Fingers of Dr. T.",1953
5.2,Catchfire,1990
5.8,Love Story,1970
7.3,Pelle erobreren,1987
8.1,Du rififi chez les hommes,1955
5.8,A Knight's Tale,2001
6.1,Bread and Roses,2000
7.2,Calle 54,2000
5.8,The King Is Alive,2000
